video_id,title,description,published_date,duration,view_count,like_count,comment_count,video_url,channel_name,channel_id,duration_seconds,days_since_published,engagement_rate,views_per_day,likes_per_view
fxXEl_FMQvw,Fulbright Scholars at New York Film Academy,"The New York Film Academy is proud to have been the college of choice by dozens of Fulbright international students, who aim to achieve their artistic and educational goals.

To learn more about our Fulbright students, please visit: https://www.nyfa.edu/special-projects/fulbright.php",2016-12-21 17:03:45+00:00,PT3M40S,1044,32,5,https://www.youtube.com/watch?v=fxXEl_FMQvw,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,220,3279,3.54,0.32,3.07
cPzG9U-7WiQ,International Students Review of New York Film Academy,Students from all around the world tell us why they love the New York Film Academy.,2016-12-15 22:10:07+00:00,PT1M6S,10786,173,17,https://www.youtube.com/watch?v=cPzG9U-7WiQ,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,66,3285,1.76,3.28,1.6
fde4G26aZaM,Anna Serner: Women in Film Lecture Highlights,"New York Film Academy students, faculty and staff were invited to attend a special lecture and discussion with Anna Serner, CEO of the Swedish Film Institute, to hear a presentation on a topic very much in the forefront here and abroad. That topic is gender equality in the film industry. Much has been said and written about the significant pay and role disparity in the acting field and the fact that women are under represented in the directing profession both qualitatively and quantitatively.",2016-11-30 22:32:21+00:00,PT2M17S,737,10,0,https://www.youtube.com/watch?v=fde4G26aZaM,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,137,3300,1.36,0.22,1.36
OqAZEu-xPgo,New York Film Academy Moscow Workshop,"Russian students discuss their experience at the New York Film Academy Moscow Workshop.

http://russian.nyfa.edu/",2016-11-21 15:57:32+00:00,PT2M11S,1454,29,3,https://www.youtube.com/watch?v=OqAZEu-xPgo,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,131,3309,2.2,0.44,1.99
JPA0DfKFo3c,Advice From NYFA Commencement Speakers,"The New York Film Academy has had many well known industry professionals speak at its graduation ceremonies. 

This compilation video highlights some of those moments.",2016-10-31 20:46:41+00:00,PT2M43S,684,22,1,https://www.youtube.com/watch?v=JPA0DfKFo3c,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,163,3330,3.36,0.21,3.22
DxStWD7gBOg,Acting for Film Alumna Acelina Kuchukova,NYFA Acting for Film graduate Acelina Kuchukova represented Kazakhstan on Miss World 2010 and Miss Universe 2010 pageants. She won Mrs. Multiverse 2014 and brought the first international crown to Kazakhstan.,2016-10-31 20:33:11+00:00,PT53S,1571,12,1,https://www.youtube.com/watch?v=DxStWD7gBOg,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,53,3330,0.83,0.47,0.76
1nHmSK6sg4Q,NYFA Cinematography Workshop at Sybil Brand Prison,The New York Film Academy Cinematography Program held a workshop at Sybil Brand Women's Prison in Los Angeles.,2016-10-31 20:24:54+00:00,PT1M46S,2848,44,3,https://www.youtube.com/watch?v=1nHmSK6sg4Q,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,106,3330,1.65,0.86,1.54
YLUcd38BEpc,MFA Acting for Film Alumna Ioanna Meli,"NYFA Alumna Ioanna Meli discusses her experience in the MFA Acting for Film Program at the New York Film Academy Los Angeles.

Read more: https://www.nyfa.edu/film-school-blog/mfa-acting-alumna-featured-in-video-with-the-rock/",2016-10-31 18:10:16+00:00,PT1M38S,2670,41,3,https://www.youtube.com/watch?v=YLUcd38BEpc,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,98,3330,1.65,0.8,1.54
Xg6M0Co52gY,Anna Serner: Women In Film Lecture,"New York Film Academy students, faculty and staff were invited to attend a special lecture and discussion with Anna Serner, CEO of the Swedish Film Institute, to hear a presentation on a topic very much in the forefront here and abroad. That topic is gender equality in the film industry. Much has been said and written about the significant pay and role disparity in the acting field and the fact that women are under represented in the directing profession both qualitatively and quantitatively.

Read more: https://www.nyfa.edu/film-school-blog/anna-serner-speaks-on-behalf-of-gender-equality-in-film/",2016-10-28 16:49:56+00:00,PT30S,508,8,0,https://www.youtube.com/watch?v=Xg6M0Co52gY,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,30,3333,1.57,0.15,1.57
N09Yh3Uh9JA,Teens Take The Met,"The New York Film Academy was at The Metropolitan Museum of Art (MET) for New York Teens Take The Met, an evening to explore creativity and make discoveries through experience with art. 

Learn more here: bit.ly/2eK9o7w

Video directed by NYFA alumnus Gary Bencheghib
garybencheghib.com",2016-10-28 16:22:55+00:00,PT55S,981,21,0,https://www.youtube.com/watch?v=N09Yh3Uh9JA,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,55,3333,2.14,0.29,2.14
VO0tcFiAjh8,"NYFA Musical Theatre Presents ""Landed""","The trailer for New York Film Academy Musical Theatre Program's movie musical ""Landed.""",2016-10-17 19:23:56+00:00,PT1M33S,2387,75,3,https://www.youtube.com/watch?v=VO0tcFiAjh8,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,93,3344,3.27,0.71,3.14
EsBlObL83E0,Discussion with Filmmaker John Carpenter,Filmmaker John Carpenter sits down with New York Film Academy students to discuss his long career in filmmaking.,2016-10-13 16:02:39+00:00,PT49M42S,93366,2139,264,https://www.youtube.com/watch?v=EsBlObL83E0,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2982,3348,2.57,27.89,2.29
dEGLd6f0sSU,NYFA Showcase at Venice Film Festival,"Five student films were selected to screen at the Venice International Film Festival.

Read more on the NYFA Blog: https://www.nyfa.edu/film-school-blog/nyfa-showcases-its-talents-at-the-venice-international-film-festival/",2016-10-10 15:25:43+00:00,PT4M41S,705,14,0,https://www.youtube.com/watch?v=dEGLd6f0sSU,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,281,3351,1.99,0.21,1.99
sFdmNH4odbQ,NYFA News: Venice International Film Festival,"The New York Film Academy Broadcast Journalism School""s NYFA News covers the Venice International Film Festival.",2016-10-04 20:59:09+00:00,PT4M16S,834,15,1,https://www.youtube.com/watch?v=sFdmNH4odbQ,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,256,3357,1.92,0.25,1.8
DBwYAlUbvj8,New York Film Academy Collaborates with Young Storytellers Foundation,"New York Film Academy opened its doors to talented YSF participants who have a passion for storytelling. 

In one week, students wrote, produced, directed, shot, and edited their own films under the guidance of NYFA professionals. The program concluded with a final screening of all HD films shot on the Universal Studios' back lot.

https://www.nyfa.edu/about/community-projects/young-storytellers.php",2016-09-19 18:16:53+00:00,PT1M13S,576,14,0,https://www.youtube.com/watch?v=DBwYAlUbvj8,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,73,3372,2.43,0.17,2.43
4-f5tuBhLmA,New York Film Academy's Kendo Team,"For more information about the New York Film Academy's Kendo Team, please email athletics@nyfa.edu.",2016-09-19 18:00:38+00:00,PT52S,6189,117,1,https://www.youtube.com/watch?v=4-f5tuBhLmA,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,52,3372,1.91,1.84,1.89
3Yo6pc1WOvg,Guest Speaker Series: Seth Rogen Q&A and Sausage Party Screening at NYFA,"The New York Film Academy Los Angeles had the privilege of hosting an evening screening of ""Sausage Party"" with the incredibly talented Seth Rogen. 

To check out our guest speaker series, go to: nyfa.edu/nyfa-news/guest_speakers.php",2016-09-09 22:41:09+00:00,PT1M30S,2578,31,3,https://www.youtube.com/watch?v=3Yo6pc1WOvg,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,90,3382,1.32,0.76,1.2
_rECRGlXuaU,Learn Filmmaking at the New York Film Academy,"The New York Film Academy takes you on a quick behind the scenes of filmmaking. 

For more information on our programs, visit nyfa.edu.",2016-09-06 23:33:26+00:00,PT44S,2815,90,2,https://www.youtube.com/watch?v=_rECRGlXuaU,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,44,3384,3.27,0.83,3.2
XbdU04TmvSI,Screenwriting Alumni Spotlight: Thiago Fogaca,"Thiago Fogaca, an alumnus of the New York Film Academy Screenwriting MFA program, experienced great success when he was able to sell his work to an affiliate of Globo, the largest media conglomerate in Brazil. This is his story.

To learn more about NYFA's Screenwriting programs, visit: nyfa.edu/screenwriting-school",2016-09-06 23:28:00+00:00,PT1M15S,733,23,0,https://www.youtube.com/watch?v=XbdU04TmvSI,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,75,3384,3.14,0.22,3.14
y8LvLdZLZr4,"NYFA Areas of Study, Programs, and Locations 2016","The New York Film Academy offers programs in filmmaking, acting for film, 3D animation, producing, screenwriting, photography, musical theatre, broadcast journalism, game design, illustration and graphic design, with degree, long and short-term programs facilitated throughout the United States and the world. 

For more information on our programs, visit nyfa.edu.",2016-09-06 22:58:09+00:00,PT44S,994,23,1,https://www.youtube.com/watch?v=y8LvLdZLZr4,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,44,3384,2.41,0.29,2.31
nabSdrY3YOc,The Work of ADR1FT Creator Adam Orth: NYFA Game Design Guest Lecturer,"This Game Design teaser of video game Adrift, by NYFA Game Design Guest Lecturer, Adam Orth, takes you into a first-person journey as your player, an astronaut, begins the game floating above Earth amid the debris of a mostly-wrecked space station. 

Learn more about NYFA's Game Design School at yfa.edu/game-design-school",2016-09-06 22:49:39+00:00,PT47S,470,8,2,https://www.youtube.com/watch?v=nabSdrY3YOc,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,47,3385,2.13,0.14,1.7
7q2_OZA-yqI,New York Film Academy High School Summer Camp 2016,"Since 1996, the New York Film Academy has been offering summer camp programs for kids and high school teens. Each year we see our students grow, develop their skills and create friendships and bonds with their peers while having fun. 2016 was no exception. 

This short montage highlights just some of the memorable moments of our NYFA High School Teen Camp students in Los Angeles.

For more information on summer camps for teens and kids, visit nyfa.edu/summer-camps. For all other programs, visit nyfa.edu.",2016-08-26 21:25:13+00:00,PT1M41S,14950,201,26,https://www.youtube.com/watch?v=7q2_OZA-yqI,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,101,3396,1.52,4.4,1.34
kP-xMjgClpk,"""Recycled Mississippi"": Episode 2","""Recycled Mississippi,"" is an ambitious project in which New York Film Academy documentary graduate Gary Bencheghib and his team attempt the first ever zero-waste to landfill expedition by traveling one of the world's longest and most polluted rivers on the ""ioco,"" a boat made from plastic bottles and recycled materials.

https://www.facebook.com/recycledmississippi/",2016-08-09 14:07:23+00:00,PT35S,589,12,0,https://www.youtube.com/watch?v=kP-xMjgClpk,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,35,3413,2.04,0.17,2.04
OnmZC0fUihM,"""Recycled Mississippi"": Episode 1","""Recycled Mississippi,"" is an ambitious project in which New York Film Academy documentary graduate Gary Bencheghib and his team attempt the first ever zero-waste to landfill expedition by traveling one of the world's longest and most polluted rivers on the ""ioco,"" a boat made from plastic bottles and recycled materials.

https://www.facebook.com/recycledmississippi/",2016-08-08 20:26:10+00:00,PT40S,751,9,0,https://www.youtube.com/watch?v=OnmZC0fUihM,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,40,3414,1.2,0.22,1.2
xssbx7PgbjY,NYFA Remembers Garry Marshall,"With the passing of Hollywood's legendary writer, director, actor and producer, Garry Marshall, the New York Film Academy remembers the kindhearted and thoughtful man who once took the time out to meet with, and inspire, our students.

Read more: http://bit.ly/2a9Jzup",2016-07-29 14:42:50+00:00,PT53S,270,13,1,https://www.youtube.com/watch?v=xssbx7PgbjY,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,53,3424,5.19,0.08,4.81
xcsmAWH-Lqw,Broadcast Journalism Student and Alumna Cover NATO Summit,"Broadcast Journalism student Urvashi Barua and alumna Alisa Rajkitkul joined the White House Press Corps to cover the NATO Summit alongside correspondents from CNN, Fox News, NBC, CBS, ABC and other top news publications and networks from around the world.

Read more: http://bit.ly/2ae5EJp",2016-07-28 17:04:20+00:00,PT1M36S,820,10,0,https://www.youtube.com/watch?v=xcsmAWH-Lqw,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,96,3425,1.22,0.24,1.22
h56Ew9gjEJc,NYFA Photography Students Photograph Lake House Restuarant,"New York Film Academy photography students were able to get a glimpse of the lavish life while photographing The LakeHouse restaurant located at Bay Shore.

Read more: http://bit.ly/2aMM1si",2016-07-28 14:26:27+00:00,PT2M3S,2640,40,0,https://www.youtube.com/watch?v=h56Ew9gjEJc,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,123,3425,1.52,0.77,1.52
5xwBa6TOpW4,High School 16mm Camera Workshop,"As a part of Six-Week 16mm & HD New York Film Academy Filmmaking Camp our students learn how to actually shoot on film. Why, you may ask? Well, regardless of the fact that nowadays digital imaging is equivalent or maybe even surpassing the technical capabilities of film, many productions are still shot on film. This means that knowing how to work with 16mm is still a precious skill in the industry.",2016-07-20 19:48:54+00:00,PT45S,4389,74,6,https://www.youtube.com/watch?v=5xwBa6TOpW4,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,45,3433,1.82,1.28,1.69
JMjtMoO4bVE,Australian Students at New York Film Academy,Students from Australia had the opportunity to take part in a 3-Week Workshop at the New York Film Academy Los Angeles.,2016-07-05 20:02:35+00:00,PT2M8S,4501,41,1,https://www.youtube.com/watch?v=JMjtMoO4bVE,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,128,3448,0.93,1.31,0.91
BADdzw0bb68,NYFA Los Angeles Graduation Fall 2015,New York Film Academy Los Angeles Fall 2015 students gathered at the Harmony Gold Preview house in West Hollywood for their graduation commencement ceremonies.,2016-06-29 17:35:57+00:00,PT1M59S,2069,43,0,https://www.youtube.com/watch?v=BADdzw0bb68,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,119,3454,2.08,0.6,2.08
U89XXvGk_hM,NYFA Broadcast Journalism Spotlight: Nour Idriss,"Nour Idriss, a recent NYFA Broadcast Journalism graduate, has been hired to work as a Broadcast Associate at the CBS Evening News.

Nour came to NYFA to make a major career change. After being stranded in New York by the ongoing civil war in her homeland of Syria, she set out to “reinvent” herself as a broadcast journalist. Her goal was to learn skills that would allow her to be competitive in an always-challenging job environment.

Read more: https://www.nyfa.edu/film-school-blog/broadcast-journalism-grad-nour-idriss-hired-by-cbs-news/",2016-06-28 18:06:54+00:00,PT1M8S,1960,23,1,https://www.youtube.com/watch?v=U89XXvGk_hM,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,68,3455,1.22,0.57,1.17
B9746e5W9l8,ACTION! Episode102 | Kazakhstan Students at NYFA,"New York Film Academy – киношкола, которая имеет репутацию в киноиндустрии США, где учат ремеслу кинопроизводства быстро и качественно, не по книгам, а на практике. К нам приезжают учиться студенты со всех уголков мира. Поступив в Нью-Йоркскую Академию Киноискусства, вы получаете уникальную возможность осваивать желанную профессию в интернациональной среде, приобретая бесценный опыт общения с представителями разных национальностей и культур.

http://russian.nyfa.edu/",2016-06-10 18:22:19+00:00,PT4M30S,3588,98,1,https://www.youtube.com/watch?v=B9746e5W9l8,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,270,3473,2.76,1.03,2.73
DVoNaoZDn4E,NYFA News: Prince Tribute in Brooklyn,"Broadcast Journalism student Yasmine Muffoletto covers Spike Lee's Prince tribute in Brooklyn, New York.",2016-06-07 16:30:32+00:00,PT2M15S,957,9,1,https://www.youtube.com/watch?v=DVoNaoZDn4E,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,135,3476,1.04,0.28,0.94
hzeXHp8GY1Y,Broadcast Journalism Alisa Rajkitkul at Arlington National Cemetery,NYFA Broadcast Journalism student Alisa Rajkitkul was at the White House to cover Memorial Day at Arlington Cemetery.,2016-06-06 20:22:12+00:00,PT1M19S,859,5,0,https://www.youtube.com/watch?v=hzeXHp8GY1Y,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,79,3477,0.58,0.25,0.58
x6Bz60NEc2A,Broadcast Journalism Student Urvashi Barua at the White House,NYFA Broadcast Journalism student Urvashi Barua was at the White House to cover President Barack Obama's meeting with the NCAA Champion Villanova University Men's Basketball Team.,2016-06-06 20:15:34+00:00,PT1M3S,1584,13,0,https://www.youtube.com/watch?v=x6Bz60NEc2A,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,63,3477,0.82,0.46,0.82
eox3QhT98Yw,Crossing Cultures: Havana to Hollywood,"In 2014, the New York Film Academy awarded 14 Cuban artists special travel fellowships to the U.S.

In December 2015, these artists traveled to campus in NYC and LA to take part in a 2-week full-immersion art and culture workshops.",2016-05-31 22:02:40+00:00,PT11M49S,1075,17,2,https://www.youtube.com/watch?v=eox3QhT98Yw,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,709,3483,1.77,0.31,1.58
8u6dDz-T3AM,Admissions Spotlight with Chris Devane,"New York Film Academy Admissions Representative Chris Devane has been in the business since 1974. He started as a child actor and has worked on such shows as “The Rockford Files,” The Love Boat,"" and “Chip’s” to name a few. He then moved behind the camera in 1987 as an agents assistant. 

After working at a talent agency he began working as a personal manager and worked with such actors as Christian Bale, Eric Balfore, Brittany Murphy, Corey Feldman and many many more in the 1980's.. After working as a manager for several years he moved into casting in 1990. 

He has worked on over 4,000 professional projects in his career and seen more than 3,000,000 actors in Los Angeles. Casting has been his love ever since. Commercial’s Film & Television are the areas he has worked in Casting. Casting is the first process to take what is on paper and put it on screen. 

This gives the client the opportunity to see their storyboards in action. This process is one of the most important in commercials and filmmaking pre-pro.  

The audition process is as complex as it is difficult. He has been teaching this process to actors, producers, and directors for well over a decade and has a great working relationship with over 300 Los Angeles based talent agents, producers, directors, and PR companies.

https://www.nyfa.edu",2016-05-02 20:17:27+00:00,PT1M13S,1624,27,4,https://www.youtube.com/watch?v=8u6dDz-T3AM,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,73,3512,1.91,0.46,1.66
Fm8ZAK34xIg,NYFA Movie Musical Highlights 2016,"The New York Film Academy's musical theatre school offers aspiring musical theatre actors a one-of-a-kind opportunity to develop their skills as triple threat performers by studying with Broadway level faculty. Students enrolling in the musical theatre school work directly with instructors who have appeared in numerous Broadway and touring productions, top-rate regional theatre, opera, hit movie musicals, and television shows. They receive real world training that prepares them to achieve success in the industry, creating an educational experience few other musical theatre colleges can offer. 

Attracting aspiring musical theatre actors from around the world, the New York Film Academy's musical theatre school gives students the opportunity to study their craft in the central hub for launching musical theatre careers—New York City. Students learn and hone their skills in acting, singing, and dancing in world-class facilities that include voice practice rooms, state-of-the-art dancing studios, and professionally equipped recording and shooting studios.

Along with this unparalleled training, we offer the chance to “be seen” by other professionals in the business (agents, casting directors, choreographers, composers, directors, producers) in the number one musical theatre market in the world. We offer two “main stage” productions each year, along with both a Summer and Winter New Reading Series and multiple masterclasses each semester. If you join us for our two-year program, you will graduate with numerous on-camera clips, a voiceover reel, and extensive on-screen experience.

To learn more about our Musical Theatre School, check out our website: https://www.nyfa.edu/musical-theatre/ or the Showcase Page",2016-04-29 16:54:53+00:00,PT1M42S,6386,90,1,https://www.youtube.com/watch?v=Fm8ZAK34xIg,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,102,3515,1.42,1.82,1.41
J28DO837ufg,"New Works Series Presents ""Three Times Fast Song""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music and Book by Teresa Lotz
Book & Lyrics by Naomi Matlow
Directed by Bobby Longbottom
Musical Direction by Anna Ebbesen

Isabel Graf as Olivia",2016-04-27 19:39:44+00:00,PT3M4S,374,2,1,https://www.youtube.com/watch?v=J28DO837ufg,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,184,3517,0.8,0.11,0.53
ogPmvGbu_FE,"New Works Series Presents Three Times Fast: ""Ten Years Old Again""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music & Lyrics by Michael Mott
Book by Justin Silvestri & Nathan Wright
Musical Direction by Joshua Zechner-Ross
Directed by Jeff Whiting

Isabel Graf as Olivia
Christopher Lee as Eddie",2016-04-27 19:34:12+00:00,PT2M17S,207,0,0,https://www.youtube.com/watch?v=ogPmvGbu_FE,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,137,3517,0.0,0.06,0.0
jBA4nzA5mXY,"New Works Series Presents Three Times Fast: ""Taught Yourself To Walk""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music and Book by Teresa Lotz
Book & Lyrics by Naomi Matlow
Directed by Bobby Longbottom
Musical Direction by Anna Ebbesen

Isabel Graf as Olivia
Christopher Lee as Eddie

https://www.nyfa.edu/musical-theatre/",2016-04-27 19:26:44+00:00,PT3M3S,164,0,0,https://www.youtube.com/watch?v=jBA4nzA5mXY,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,183,3517,0.0,0.05,0.0
zSUL6U0_OmQ,"New Works Series Presents Three Times Fast: ""Normal""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music and Book by Teresa Lotz
Book & Lyrics by Naomi Matlow
Directed by Bobby Longbottom
Musical Direction by Anna Ebbesen

Audrey Dukes as Shelby
Laara Julia as Bridget

https://www.nyfa.edu/musical-theatre/",2016-04-27 17:56:14+00:00,PT2M55S,683,2,0,https://www.youtube.com/watch?v=zSUL6U0_OmQ,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,175,3517,0.29,0.19,0.29
PhWSch0CZ7Q,"New Works Series Presents Three Times Fast: ""I'm Here Too""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music and Book by Teresa Lotz
Book & Lyrics by Naomi Matlow
Directed by Bobby Longbottom
Musical Direction by Anna Ebbesen

Madison Wyatt as Tish

https://www.nyfa.edu/musical-theatre/",2016-04-27 17:48:44+00:00,PT2M24S,233,3,0,https://www.youtube.com/watch?v=PhWSch0CZ7Q,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,144,3517,1.29,0.07,1.29
H7bRdoztRco,"New Works Series Presents Faustas: ""Her Embrace""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music & Lyrics by Michael Mott
Book by Justin Silvestri & Nathan Wright
Musical Direction by Joshua Zechner-Ross
Directed by Jeff Whiting

Kylan Ross as Faustas

https://www.nyfa.edu/musical-theatre/",2016-04-27 17:39:55+00:00,PT3M46S,297,3,0,https://www.youtube.com/watch?v=H7bRdoztRco,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,226,3517,1.01,0.08,1.01
3bclQZLJhvk,"New Works Series Presents Faustas: ""Dare to Dream""","The Musical Theatre New Work Series at the New York Film Academy, currently showcasing twice a year, was designed to promote relationships between our students, emerging composers, writers, and esteemed directors. It's an exciting opportunity for our musical theatre students to be involved in the developmental stages of potential Broadway/Off-Broadway shows and to cultivate working relationships with already established New York City industry professionals. 

Music & Lyrics by Michael Mott
Book by Justin Silvestri & Nathan Wright
Musical Direction by Joshua Zechner-Ross
Directed by Jeff Whiting

Annabelle Szepietowski as Marianna Faustas
McKinnley Bowden as Christopher Wagner

https://www.nyfa.edu/musical-theatre/",2016-04-27 17:20:59+00:00,PT3M51S,951,8,0,https://www.youtube.com/watch?v=3bclQZLJhvk,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,231,3517,0.84,0.27,0.84
mwjvRcwLk0k,"New York Film Academy Workshops in Florence, Italy","New York Film Academy workshops in Florence, Italy provide a stimulating educational experience that draws upon the rich cultural resources of both past and present Italy.

Apply now for our upcoming workshops in Florence, Italy ➡ https://bit.ly/YT2023_1


#NYFA #Florence #Filmmaking #Acting 

Follow NEW YORK FILM ACADEMY
· Instagram - https://bit.ly/NYFA_Instagram
· TikTok - https://bit.ly/NYFA_TikTok
· Facebook - https://bit.ly/NYFA_Facebook
· Twitter - https://bit.ly/NYFA_Twitter
· LinkedIn - https://bit.ly/NYFA_LinkedIN
 
https://www.nyfa.edu/florence/",2016-04-26 17:55:11+00:00,PT1M51S,5346,69,1,https://www.youtube.com/watch?v=mwjvRcwLk0k,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,111,3518,1.31,1.52,1.29
97_snR84I2g,Discussion with Actor Stephen Lang at New York Film Academy,"New York Film Academy held a special early preview of the documentary, ""Beyond Glory,"" followed by a Q&A with actor Stephen Lang.

Read more on the NYFA Blog: https://www.nyfa.edu/film-school-blog/actor-stephen-lang-visits-nyfa-for-qa-after-screening-of-beyond-glory/",2016-04-22 17:27:49+00:00,PT1H2M2S,6516,87,4,https://www.youtube.com/watch?v=97_snR84I2g,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,3722,3522,1.4,1.85,1.34
rklOZXJxwig,"Discussion with Actor Billy Dee Williams and Louis Gossett, Jr. at New York Film Academy","Actors Billy Dee Williams and Louis Gossett, Jr. speak to students at the New York Film Academy Los Angeles.",2016-04-21 21:10:43+00:00,PT50M25S,15971,157,20,https://www.youtube.com/watch?v=rklOZXJxwig,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,3025,3523,1.11,4.53,0.98
v0GwLREqQFo,"Discussion with Oscar Winning Actor Louis Gossett, Jr. at New York Film Academy","Academy Award-Winning actor Louis Gossett, Jr. joins Chris Devane from the New York Film Academy.",2016-04-21 20:24:51+00:00,PT36M10S,1212,11,1,https://www.youtube.com/watch?v=v0GwLREqQFo,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,2170,3523,0.99,0.34,0.91
rPjcpMJ5TNU,Discussion with Colin Mochrie and Brad Sherwood at New York Film Academy,"Colin Mochrie and Brad Sherwood spent an afternoon with students at New York Film Academy in March. In addition to their numerous television and film appearances, the improv actors are well known for the years they spent on the British and American versions of ""Whose Line is it Anyway? """,2016-04-21 17:29:40+00:00,PT1H23M2S,978973,6992,467,https://www.youtube.com/watch?v=rPjcpMJ5TNU,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,4982,3523,0.76,277.88,0.71
CBuj1N-jVa0,Discussion with Cinematographer Jan de Bont at New York Film Academy,"Jan de Bont is a Dutch cinematographer, producer, and film director. His most notable films include ""Speed"" and ""Twister.""",2016-04-20 17:55:34+00:00,PT1H5M51S,7527,114,21,https://www.youtube.com/watch?v=CBuj1N-jVa0,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,3951,3524,1.79,2.14,1.51
UrGjUW62Bpc,Discussion with Actor Ken Howard at New York Film Academy,Actor Ken Howard sits down to speak with Chris Devane at the New York Film Academy.,2016-04-20 15:32:06+00:00,PT1H2M29S,1060,11,1,https://www.youtube.com/watch?v=UrGjUW62Bpc,New York Film Academy,UC2_COAy4xu9Nffli2hsbDgA,3749,3524,1.13,0.3,1.04
